gdate,gnum,seasonCode,leagueCode,round,gender,hname,aname,score,hs1point,hs2point,hs3point,hs4point,hs5point,as1point,as2point,as3point,as4point,as5point,place,spectators,gstime,sptime,referee
2023-11-30,81,020,201,2,1,인천 대한항공 점보스,서울 우리카드 우리WON 프로배구단,0 : 3,19,23,24,0,0,25,25,26,0,0,인천계양체육관,1358,19:00,01:34,최성권
2023-11-30,82,020,201,2,2,한국도로공사 하이패스 배구단,현대건설 힐스테이트,1 : 3,25,20,22,21,0,23,25,25,25,0,김천실내체육관,1856,19:00,02:01,권대진
2023-12-01,83,020,201,2,1,대전 삼성화재 블루팡스,천안 현대캐피탈 스카이워커스,3 : 2,25,21,22,25,15,22,25,25,21,11,대전충무체육관,1605,19:00,02:25,최재효
2023-12-01,84,020,201,2,2,페퍼저축은행 AI PEPPERS,흥국생명 핑크스파이더스,2 : 3,10,25,22,25,15,25,20,25,22,17,페퍼스타디움,3126,19:00,02:09,정준호
2023-12-02,85,020,201,3,1,수원 한국전력 VIXTORM,의정부 KB손해보험 스타즈,3 : 0,25,25,26,0,0,19,15,24,0,0,수원체육관,1399,14:00,01:25,송인석
2023-12-02,86,020,201,3,2,정관장 레드스파크스 프로배구단,IBK기업은행 알토스,2 : 3,25,25,19,18,11,14,17,25,25,15,대전충무체육관,2956,16:00,02:11,남영수
2023-12-03,87,020,201,3,1,안산 OK금융그룹 읏맨프로배구단,서울 우리카드 우리WON 프로배구단,2 : 3,21,25,19,30,13,25,21,25,28,15,안산상록수체육관,1909,14:00,02:23,최성권
2023-12-03,88,020,201,3,2,GS칼텍스 서울KIXX,현대건설 힐스테이트,0 : 3,23,17,19,0,0,25,25,25,0,0,서울장충체육관,3227,16:00,01:23,권대진
2023-12-05,89,020,201,3,1,천안 현대캐피탈 스카이워커스,대전 삼성화재 블루팡스,2 : 3,20,25,26,21,13,25,21,24,25,15,천안유관순체육관,1236,19:00,02:27,최성권
2023-12-05,90,020,201,3,2,흥국생명 핑크스파이더스,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,16,22,17,0,0,인천삼산월드체육관,2483,19:00,01:22,전영아
2023-12-06,91,020,201,3,1,의정부 KB손해보험 스타즈,안산 OK금융그룹 읏맨프로배구단,3 : 0,25,25,25,0,0,20,23,17,0,0,의정부체육관,1066,19:00,01:23,최재효
2023-12-06,92,020,201,3,2,IBK기업은행 알토스,GS칼텍스 서울KIXX,3 : 1,26,26,25,25,0,24,28,21,20,0,화성종합실내체육관,1191,19:00,02:09,최성권
2023-12-07,93,020,201,3,1,서울 우리카드 우리WON 프로배구단,인천 대한항공 점보스,3 : 1,24,25,25,25,0,26,23,23,22,0,서울장충체육관,2977,19:00,02:08,송인석
2023-12-07,94,020,201,3,2,현대건설 힐스테이트,한국도로공사 하이패스 배구단,3 : 1,25,17,25,25,0,19,25,17,16,0,수원체육관,1259,19:00,01:45,남영수
2023-12-08,95,020,201,3,1,대전 삼성화재 블루팡스,수원 한국전력 VIXTORM,0 : 3,22,21,22,0,0,25,25,25,0,0,대전충무체육관,1476,19:00,01:28,권대진
2023-12-08,96,020,201,3,2,페퍼저축은행 AI PEPPERS,정관장 레드스파크스 프로배구단,1 : 3,23,25,16,19,0,25,22,25,25,0,페퍼스타디움,1427,19:00,01:53,심재일
2023-12-09,97,020,201,3,1,안산 OK금융그룹 읏맨프로배구단,천안 현대캐피탈 스카이워커스,0 : 3,24,14,18,0,0,26,25,25,0,0,안산상록수체육관,2007,14:00,01:21,최재효
2023-12-09,98,020,201,3,2,흥국생명 핑크스파이더스,GS칼텍스 서울KIXX,1 : 3,20,25,25,19,0,25,16,27,25,0,인천삼산월드체육관,4796,16:00,01:48,전영아
2023-12-10,100,020,201,3,2,한국도로공사 하이패스 배구단,IBK기업은행 알토스,0 : 3,19,13,19,0,0,25,25,25,0,0,김천실내체육관,2356,16:00,01:25,남영수
2023-12-10,99,020,201,3,1,인천 대한항공 점보스,의정부 KB손해보험 스타즈,1 : 3,25,29,22,22,0,23,31,25,25,0,인천계양체육관,1677,14:00,02:13,송인석
2023-12-12,101,020,201,3,1,서울 우리카드 우리WON 프로배구단,대전 삼성화재 블루팡스,2 : 3,24,22,25,25,13,26,25,20,23,15,서울장충체육관,2101,19:00,02:25,송인석
2023-12-12,102,020,201,3,2,현대건설 힐스테이트,페퍼저축은행 AI PEPPERS,3 : 0,25,25,28,0,0,17,23,26,0,0,수원체육관,1211,19:00,01:26,최재효
2023-12-13,103,020,201,3,1,수원 한국전력 VIXTORM,인천 대한항공 점보스,1 : 3,25,23,14,23,0,16,25,25,25,0,수원체육관,1155,19:00,01:51,최재효
2023-12-13,104,020,201,3,2,정관장 레드스파크스 프로배구단,한국도로공사 하이패스 배구단,3 : 0,27,25,25,0,0,25,21,18,0,0,대전충무체육관,1783,19:00,01:30,전영아
2023-12-14,105,020,201,3,1,천안 현대캐피탈 스카이워커스,의정부 KB손해보험 스타즈,3 : 2,25,30,23,15,15,18,28,25,25,11,천안유관순체육관,1443,19:00,02:30,권대진
2023-12-14,106,020,201,3,2,흥국생명 핑크스파이더스,IBK기업은행 알토스,3 : 2,26,22,25,23,18,24,25,18,25,16,인천삼산월드체육관,3076,19:00,02:28,남영수
2023-12-15,107,020,201,3,1,대전 삼성화재 블루팡스,안산 OK금융그룹 읏맨프로배구단,3 : 0,25,25,25,0,0,22,22,21,0,0,대전충무체육관,1594,19:00,01:29,최재효
2023-12-15,108,020,201,3,2,페퍼저축은행 AI PEPPERS,GS칼텍스 서울KIXX,0 : 3,23,23,15,0,0,25,25,25,0,0,페퍼스타디움,1475,19:00,01:17,최성권
2023-12-16,109,020,201,3,1,수원 한국전력 VIXTORM,서울 우리카드 우리WON 프로배구단,1 : 3,25,21,25,22,0,27,25,22,25,0,수원체육관,1910,14:00,02:02,송인석
2023-12-16,110,020,201,3,2,정관장 레드스파크스 프로배구단,현대건설 힐스테이트,2 : 3,25,25,27,21,11,17,20,29,25,15,대전충무체육관,2904,16:00,02:20,최성권
2023-12-17,111,020,201,3,1,인천 대한항공 점보스,천안 현대캐피탈 스카이워커스,3 : 0,26,25,25,0,0,24,17,16,0,0,인천계양체육관,2252,14:00,01:26,남영수
2023-12-17,112,020,201,3,2,한국도로공사 하이패스 배구단,흥국생명 핑크스파이더스,3 : 2,25,21,25,19,15,23,25,22,25,11,김천실내체육관,4375,16:00,02:18,권대진
2023-12-19,113,020,201,3,1,의정부 KB손해보험 스타즈,대전 삼성화재 블루팡스,0 : 3,21,21,22,0,0,25,25,25,0,0,의정부체육관,1029,19:00,01:27,최재효
2023-12-19,114,020,201,3,2,IBK기업은행 알토스,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,21,23,19,0,0,화성종합실내체육관,1211,19:00,01:20,전영아
2023-12-20,115,020,201,3,1,서울 우리카드 우리WON 프로배구단,천안 현대캐피탈 스카이워커스,3 : 2,19,25,25,23,15,25,18,22,25,13,서울장충체육관,3021,19:00,02:21,권대진
2023-12-20,116,020,201,3,2,흥국생명 핑크스파이더스,현대건설 힐스테이트,1 : 3,25,23,16,20,0,23,25,25,25,0,인천삼산월드체육관,3472,19:00,02:00,최성권
2023-12-21,117,020,201,3,1,안산 OK금융그룹 읏맨프로배구단,수원 한국전력 VIXTORM,0 : 3,21,19,15,0,0,25,25,25,0,0,안산상록수체육관,1348,19:00,01:19,송인석
2023-12-21,118,020,201,3,2,정관장 레드스파크스 프로배구단,GS칼텍스 서울KIXX,1 : 3,19,25,23,17,0,25,22,25,25,0,대전충무체육관,1865,19:00,01:51,전영아
2023-12-22,119,020,201,3,1,대전 삼성화재 블루팡스,인천 대한항공 점보스,3 : 1,26,25,25,27,0,28,21,23,25,0,대전충무체육관,2449,19:00,02:03,최재효
2023-12-22,120,020,201,3,2,페퍼저축은행 AI PEPPERS,한국도로공사 하이패스 배구단,2 : 3,17,25,21,25,17,25,20,25,20,19,페퍼스타디움,1116,19:00,02:14,남영수
2023-12-23,121,020,201,3,1,의정부 KB손해보험 스타즈,서울 우리카드 우리WON 프로배구단,0 : 3,20,20,19,0,0,25,25,25,0,0,의정부체육관,2538,14:00,01:28,송인석
2023-12-23,122,020,201,3,2,IBK기업은행 알토스,현대건설 힐스테이트,3 : 2,25,25,20,23,15,17,16,25,25,5,화성종합실내체육관,3401,16:00,02:12,남영수
2023-12-24,123,020,201,3,1,천안 현대캐피탈 스카이워커스,수원 한국전력 VIXTORM,3 : 0,25,25,25,0,0,22,15,22,0,0,천안유관순체육관,3267,14:00,01:26,최재효
2023-12-24,124,020,201,3,2,흥국생명 핑크스파이더스,정관장 레드스파크스 프로배구단,3 : 1,25,25,13,25,0,17,20,25,21,0,인천삼산월드체육관,6150,16:00,01:48,전영아
2023-12-25,125,020,201,3,1,인천 대한항공 점보스,안산 OK금융그룹 읏맨프로배구단,3 : 0,28,25,25,0,0,26,18,22,0,0,인천계양체육관,2222,14:00,01:30,송인석
2023-12-25,126,020,201,3,2,한국도로공사 하이패스 배구단,GS칼텍스 서울KIXX,0 : 3,17,18,17,0,0,25,25,25,0,0,김천실내체육관,2739,16:00,01:16,권대진
2023-12-27,127,020,201,4,1,서울 우리카드 우리WON 프로배구단,의정부 KB손해보험 스타즈,3 : 0,25,25,25,0,0,22,18,23,0,0,서울장충체육관,2459,19:00,01:27,권대진
2023-12-27,128,020,201,4,2,IBK기업은행 알토스,현대건설 힐스테이트,1 : 3,25,20,24,17,0,22,25,26,25,0,화성종합실내체육관,1740,19:00,01:56,최성권
2023-12-28,129,020,201,4,1,천안 현대캐피탈 스카이워커스,수원 한국전력 VIXTORM,3 : 0,25,25,25,0,0,17,23,20,0,0,천안유관순체육관,1678,19:00,01:25,최성권
2023-12-28,130,020,201,4,2,정관장 레드스파크스 프로배구단,흥국생명 핑크스파이더스,0 : 3,23,22,17,0,0,25,25,25,0,0,대전충무체육관,3181,19:00,01:23,남영수
2023-12-29,131,020,201,4,1,안산 OK금융그룹 읏맨프로배구단,인천 대한항공 점보스,3 : 0,25,26,25,0,0,21,24,18,0,0,안산상록수체육관,1877,19:00,01:25,남영수
2023-12-29,132,020,201,4,2,한국도로공사 하이패스 배구단,GS칼텍스 서울KIXX,3 : 1,25,25,22,25,0,23,23,25,21,0,김천실내체육관,1417,19:00,01:54,최재효
2023-12-30,133,020,201,4,1,대전 삼성화재 블루팡스,의정부 KB손해보험 스타즈,3 : 0,25,25,27,0,0,18,22,25,0,0,대전충무체육관,2116,14:00,01:26,송인석
2023-12-30,134,020,201,4,2,페퍼저축은행 AI PEPPERS,IBK기업은행 알토스,0 : 3,25,16,12,0,0,27,25,25,0,0,페퍼스타디움,2648,16:00,01:22,전영아
2023-12-31,135,020,201,4,1,천안 현대캐피탈 스카이워커스,서울 우리카드 우리WON 프로배구단,3 : 1,21,25,25,25,0,25,23,18,22,0,천안유관순체육관,3048,14:00,02:05,권대진
2023-12-31,136,020,201,4,2,흥국생명 핑크스파이더스,현대건설 힐스테이트,0 : 3,20,20,19,0,0,25,25,25,0,0,인천삼산월드체육관,6170,16:00,01:27,남영수
2024-01-01,137,020,201,4,1,인천 대한항공 점보스,수원 한국전력 VIXTORM,2 : 3,25,23,22,25,13,20,25,25,23,15,인천계양체육관,2274,14:00,02:29,최재효
2024-01-01,138,020,201,4,2,한국도로공사 하이패스 배구단,정관장 레드스파크스 프로배구단,1 : 3,22,25,20,23,0,25,20,25,25,0,김천실내체육관,2717,16:00,02:00,남영수
2024-01-02,139,020,201,4,1,안산 OK금융그룹 읏맨프로배구단,대전 삼성화재 블루팡스,3 : 2,25,25,25,21,18,27,16,14,25,16,안산상록수체육관,1320,19:00,02:23,송인석
2024-01-02,140,020,201,4,2,GS칼텍스 서울KIXX,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,11,17,21,0,0,서울장충체육관,1722,19:00,01:11,최재효
2024-01-04,141,020,201,4,1,의정부 KB손해보험 스타즈,천안 현대캐피탈 스카이워커스,0 : 3,21,24,25,0,0,25,26,27,0,0,의정부체육관,1392,19:00,01:37,최성권
2024-01-04,142,020,201,4,2,IBK기업은행 알토스,흥국생명 핑크스파이더스,2 : 3,13,25,22,25,15,25,12,25,20,17,화성종합실내체육관,2582,19:00,02:05,전영아
2024-01-05,143,020,201,4,1,인천 대한항공 점보스,서울 우리카드 우리WON 프로배구단,3 : 0,25,25,25,0,0,22,14,16,0,0,인천계양체육관,1521,19:00,01:24,송인석
2024-01-05,144,020,201,4,2,한국도로공사 하이패스 배구단,현대건설 힐스테이트,0 : 3,17,18,12,0,0,25,25,25,0,0,김천실내체육관,1487,19:00,01:12,권대진
2024-01-06,145,020,201,4,1,수원 한국전력 VIXTORM,안산 OK금융그룹 읏맨프로배구단,1 : 3,25,22,18,19,0,22,25,25,25,0,수원체육관,2084,14:00,01:49,권대진
2024-01-06,146,020,201,4,2,정관장 레드스파크스 프로배구단,GS칼텍스 서울KIXX,3 : 0,25,25,25,0,0,22,21,23,0,0,대전충무체육관,2931,16:00,01:31,전영아
2024-01-07,147,020,201,4,1,대전 삼성화재 블루팡스,천안 현대캐피탈 스카이워커스,1 : 3,25,23,23,18,0,22,25,25,25,0,대전충무체육관,3284,16:00,02:02,최재효
2024-01-07,148,020,201,4,2,페퍼저축은행 AI PEPPERS,흥국생명 핑크스파이더스,1 : 3,25,25,16,22,0,23,27,25,25,0,페퍼스타디움,4000,16:00,02:05,남영수
2024-01-09,149,020,201,4,1,의정부 KB손해보험 스타즈,인천 대한항공 점보스,3 : 1,25,29,14,25,0,14,27,25,22,0,의정부체육관,926,19:00,01:52,권대진
2024-01-09,150,020,201,4,2,IBK기업은행 알토스,한국도로공사 하이패스 배구단,1 : 3,26,17,14,17,0,24,25,25,25,0,화성종합실내체육관,1334,19:00,01:42,최성권
2024-01-10,151,020,201,4,1,서울 우리카드 우리WON 프로배구단,안산 OK금융그룹 읏맨프로배구단,1 : 3,19,15,25,23,0,25,25,21,25,0,서울장충체육관,3213,19:00,01:58,송인석
2024-01-10,152,020,201,4,2,현대건설 힐스테이트,GS칼텍스 서울KIXX,3 : 2,30,21,25,17,19,28,25,16,25,17,수원체육관,1730,19:00,02:22,최재효
2024-01-11,153,020,201,4,1,수원 한국전력 VIXTORM,대전 삼성화재 블루팡스,3 : 0,25,25,25,0,0,17,22,15,0,0,수원체육관,1195,19:00,01:18,최재효
2024-01-11,154,020,201,4,2,정관장 레드스파크스 프로배구단,페퍼저축은행 AI PEPPERS,3 : 1,25,21,25,25,0,21,25,16,13,0,대전충무체육관,1621,19:00,01:47,심재일
2024-01-12,155,020,201,4,1,천안 현대캐피탈 스카이워커스,인천 대한항공 점보스,2 : 3,25,22,21,42,11,19,25,25,40,15,천안유관순체육관,2663,19:00,02:51,남영수
2024-01-12,156,020,201,4,2,흥국생명 핑크스파이더스,한국도로공사 하이패스 배구단,3 : 1,25,25,25,25,0,27,23,13,21,0,인천삼산월드체육관,4180,19:00,01:53,최성권
2024-01-13,157,020,201,4,1,안산 OK금융그룹 읏맨프로배구단,의정부 KB손해보험 스타즈,3 : 0,25,25,25,0,0,15,21,13,0,0,안산상록수체육관,2180,14:00,01:16,최재효
2024-01-13,158,020,201,4,2,GS칼텍스 서울KIXX,IBK기업은행 알토스,3 : 2,14,25,17,25,15,25,22,25,23,10,서울장충체육관,3468,16:00,02:12,전영아
2024-01-14,159,020,201,4,1,서울 우리카드 우리WON 프로배구단,수원 한국전력 VIXTORM,2 : 3,25,19,25,20,9,17,25,21,25,15,서울장충체육관,3437,14:00,02:07,권대진
2024-01-14,160,020,201,4,2,현대건설 힐스테이트,정관장 레드스파크스 프로배구단,3 : 0,25,25,25,0,0,21,21,17,0,0,수원체육관,3831,16:00,01:29,남영수
2024-01-16,161,020,201,4,1,인천 대한항공 점보스,대전 삼성화재 블루팡스,3 : 0,25,25,25,0,0,23,20,22,0,0,인천계양체육관,1374,19:00,01:34,송인석
2024-01-16,162,020,201,4,2,한국도로공사 하이패스 배구단,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,22,16,21,0,0,김천실내체육관,1225,19:00,01:20,전영아
2024-01-17,163,020,201,4,1,천안 현대캐피탈 스카이워커스,안산 OK금융그룹 읏맨프로배구단,1 : 3,27,21,26,19,0,25,25,28,25,0,천안유관순체육관,1931,19:00,02:08,최재효
2024-01-17,164,020,201,4,2,GS칼텍스 서울KIXX,흥국생명 핑크스파이더스,3 : 1,26,25,27,25,0,28,21,25,21,0,서울장충체육관,3469,19:00,02:09,남영수
2024-01-18,165,020,201,4,1,의정부 KB손해보험 스타즈,수원 한국전력 VIXTORM,0 : 3,16,20,16,0,0,25,25,25,0,0,의정부체육관,1503,19:00,01:11,최성권
2024-01-18,166,020,201,4,2,IBK기업은행 알토스,정관장 레드스파크스 프로배구단,0 : 3,17,25,21,0,0,25,27,25,0,0,화성종합실내체육관,1655,19:00,01:26,최재효
2024-01-19,167,020,201,4,1,대전 삼성화재 블루팡스,서울 우리카드 우리WON 프로배구단,3 : 2,28,20,29,16,15,26,25,27,25,11,대전충무체육관,1906,19:00,02:21,권대진
2024-01-19,168,020,201,4,2,페퍼저축은행 AI PEPPERS,현대건설 힐스테이트,1 : 3,9,31,26,19,0,25,29,28,25,0,페퍼스타디움,2133,19:00,02:06,정준호
2024-01-30,169,020,201,5,1,인천 대한항공 점보스,천안 현대캐피탈 스카이워커스,2 : 3,21,18,25,28,12,25,25,21,26,15,인천계양체육관,1876,19:00,02:26,최재효
2024-01-30,170,020,201,5,2,한국도로공사 하이패스 배구단,흥국생명 핑크스파이더스,0 : 3,22,26,19,0,0,25,28,25,0,0,김천실내체육관,3074,19:00,01:35,남영수
2024-01-31,171,020,201,5,1,서울 우리카드 우리WON 프로배구단,대전 삼성화재 블루팡스,3 : 1,25,25,25,25,0,27,22,22,14,0,서울장충체육관,2835,19:00,01:59,남영수
2024-01-31,172,020,201,5,2,현대건설 힐스테이트,페퍼저축은행 AI PEPPERS,3 : 1,25,25,22,25,0,20,22,25,17,0,수원체육관,1269,19:00,01:51,심재일
2024-02-01,173,020,201,5,1,수원 한국전력 VIXTORM,의정부 KB손해보험 스타즈,3 : 1,25,25,15,25,0,23,22,25,22,0,수원체육관,1140,19:00,02:00,권대진
2024-02-01,174,020,201,5,2,정관장 레드스파크스 프로배구단,IBK기업은행 알토스,3 : 1,30,25,23,25,0,28,17,25,18,0,대전충무체육관,1985,19:00,02:00,전영아
2024-02-02,175,020,201,5,1,안산 OK금융그룹 읏맨프로배구단,천안 현대캐피탈 스카이워커스,2 : 3,28,27,28,25,13,30,29,26,19,15,안산상록수체육관,2109,19:00,02:41,최성권
2024-02-02,176,020,201,5,2,GS칼텍스 서울KIXX,흥국생명 핑크스파이더스,0 : 3,20,19,24,0,0,25,25,26,0,0,서울장충체육관,3528,19:00,01:26,최재효
2024-02-03,177,020,201,5,1,대전 삼성화재 블루팡스,인천 대한항공 점보스,1 : 3,26,22,29,24,0,24,25,31,26,0,대전충무체육관,2455,14:00,02:12,권대진
2024-02-03,178,020,201,5,2,페퍼저축은행 AI PEPPERS,한국도로공사 하이패스 배구단,1 : 3,24,19,25,17,0,26,25,17,25,0,페퍼스타디움,1760,16:00,01:48,남영수
2024-02-04,179,020,201,5,1,수원 한국전력 VIXTORM,서울 우리카드 우리WON 프로배구단,1 : 3,20,22,25,25,0,25,25,22,27,0,수원체육관,2288,14:00,02:01,최재효
2024-02-04,180,020,201,5,2,정관장 레드스파크스 프로배구단,현대건설 힐스테이트,3 : 2,25,22,25,20,15,23,25,22,25,10,대전충무체육관,3214,16:00,02:11,권대진
2024-02-06,181,020,201,5,1,대전 삼성화재 블루팡스,안산 OK금융그룹 읏맨프로배구단,1 : 3,22,25,21,22,0,25,23,25,25,0,대전충무체육관,1124,19:00,01:50,최재효
2024-02-06,182,020,201,5,2,페퍼저축은행 AI PEPPERS,GS칼텍스 서울KIXX,2 : 3,25,25,20,22,7,21,21,25,25,15,페퍼스타디움,1149,19:00,02:06,전영아
2024-02-07,183,020,201,5,1,인천 대한항공 점보스,의정부 KB손해보험 스타즈,3 : 1,31,23,25,25,0,29,25,23,19,0,인천계양체육관,1096,19:00,02:06,최성권
2024-02-07,184,020,201,5,2,한국도로공사 하이패스 배구단,IBK기업은행 알토스,0 : 3,20,24,18,0,0,25,26,25,0,0,김천실내체육관,1448,19:00,01:23,남영수
2024-02-08,185,020,201,5,1,천안 현대캐피탈 스카이워커스,수원 한국전력 VIXTORM,3 : 2,25,19,18,25,15,22,25,25,17,13,천안유관순체육관,2254,19:00,02:11,권대진
2024-02-08,186,020,201,5,2,흥국생명 핑크스파이더스,정관장 레드스파크스 프로배구단,3 : 1,25,19,25,25,0,21,25,23,19,0,인천삼산월드체육관,3842,19:00,01:54,전영아
2024-02-09,187,020,201,5,1,안산 OK금융그룹 읏맨프로배구단,서울 우리카드 우리WON 프로배구단,2 : 3,25,16,25,14,18,20,25,23,25,20,안산상록수체육관,1818,14:00,02:18,남영수
2024-02-09,188,020,201,5,2,GS칼텍스 서울KIXX,현대건설 힐스테이트,1 : 3,25,19,11,14,0,23,25,25,25,0,서울장충체육관,3065,16:00,01:48,권대진
2024-02-10,189,020,201,5,1,의정부 KB손해보험 스타즈,대전 삼성화재 블루팡스,2 : 3,19,25,25,23,11,25,18,19,25,15,의정부체육관,1442,14:00,02:12,송인석
2024-02-10,190,020,201,5,2,IBK기업은행 알토스,페퍼저축은행 AI PEPPERS,3 : 0,25,25,25,0,0,14,12,19,0,0,화성종합실내체육관,1980,16:00,01:15,심재일
2024-02-11,191,020,201,5,1,수원 한국전력 VIXTORM,인천 대한항공 점보스,0 : 3,16,19,17,0,0,25,25,25,0,0,수원체육관,2385,14:00,01:17,권대진
2024-02-11,192,020,201,5,2,정관장 레드스파크스 프로배구단,한국도로공사 하이패스 배구단,3 : 1,25,25,20,25,0,23,23,25,21,0,대전충무체육관,2757,16:00,01:54,최재효
2024-02-12,193,020,201,5,1,서울 우리카드 우리WON 프로배구단,천안 현대캐피탈 스카이워커스,3 : 0,25,25,25,0,0,23,22,13,0,0,서울장충체육관,3599,14:00,01:30,최재효
2024-02-12,194,020,201,5,2,현대건설 힐스테이트,흥국생명 핑크스파이더스,0 : 3,14,18,20,0,0,25,25,25,0,0,수원체육관,3834,16:00,01:22,남영수
2024-02-14,195,020,201,5,1,인천 대한항공 점보스,안산 OK금융그룹 읏맨프로배구단,3 : 1,25,25,21,25,0,18,13,25,23,0,인천계양체육관,1264,19:00,01:44,최성권
2024-02-14,196,020,201,5,2,한국도로공사 하이패스 배구단,GS칼텍스 서울KIXX,3 : 1,25,20,25,25,0,16,25,18,22,0,김천실내체육관,1157,19:00,01:52,남영수
2024-02-15,197,020,201,5,1,천안 현대캐피탈 스카이워커스,의정부 KB손해보험 스타즈,3 : 2,26,25,20,25,15,28,13,25,18,13,천안유관순체육관,1610,19:00,02:17,최재효
2024-02-15,198,020,201,5,2,흥국생명 핑크스파이더스,IBK기업은행 알토스,3 : 2,25,26,23,24,15,18,24,25,26,12,인천삼산월드체육관,3370,19:00,02:25,전영아
2024-02-16,199,020,201,5,1,대전 삼성화재 블루팡스,수원 한국전력 VIXTORM,0 : 3,22,20,23,0,0,25,25,25,0,0,대전충무체육관,1716,19:00,01:28,송인석
2024-02-16,200,020,201,5,2,페퍼저축은행 AI PEPPERS,정관장 레드스파크스 프로배구단,1 : 3,13,25,19,15,0,25,18,25,25,0,페퍼스타디움,1218,19:00,01:42,권대진
2024-02-17,201,020,201,5,1,서울 우리카드 우리WON 프로배구단,인천 대한항공 점보스,2 : 3,28,25,19,17,12,26,23,25,25,15,서울장충체육관,3609,14:00,02:20,남영수
2024-02-17,202,020,201,5,2,현대건설 힐스테이트,한국도로공사 하이패스 배구단,3 : 2,19,25,22,25,16,25,22,25,19,14,수원체육관,2643,16:00,02:10,심재일
2024-02-18,203,020,201,5,1,의정부 KB손해보험 스타즈,안산 OK금융그룹 읏맨프로배구단,1 : 3,21,25,25,23,0,25,20,27,25,0,의정부체육관,2401,14:00,02:02,송인석
2024-02-18,204,020,201,5,2,IBK기업은행 알토스,GS칼텍스 서울KIXX,3 : 0,25,25,25,0,0,21,21,21,0,0,화성종합실내체육관,2782,16:00,01:23,전영아
2024-02-20,205,020,201,5,1,천안 현대캐피탈 스카이워커스,대전 삼성화재 블루팡스,2 : 3,22,25,22,25,14,25,15,25,18,16,천안유관순체육관,1858,19:00,02:23,최재효
2024-02-20,206,020,201,5,2,흥국생명 핑크스파이더스,페퍼저축은행 AI PEPPERS,3 : 1,25,22,25,25,0,14,25,16,15,0,인천삼산월드체육관,2526,19:00,01:44,심재일
2024-02-21,207,020,201,5,1,안산 OK금융그룹 읏맨프로배구단,수원 한국전력 VIXTORM,0 : 3,21,28,18,0,0,25,30,25,0,0,안산상록수체육관,1442,19:00,01:29,최성권
2024-02-21,208,020,201,5,2,GS칼텍스 서울KIXX,정관장 레드스파크스 프로배구단,0 : 3,21,23,23,0,0,25,25,25,0,0,서울장충체육관,2422,19:00,01:27,전영아
2024-02-22,209,020,201,5,1,의정부 KB손해보험 스타즈,서울 우리카드 우리WON 프로배구단,0 : 3,14,18,20,0,0,25,25,25,0,0,의정부체육관,1180,19:00,01:17,최성권
2024-02-22,210,020,201,5,2,현대건설 힐스테이트,IBK기업은행 알토스,3 : 2,21,25,19,25,15,25,22,25,16,8,수원체육관,1568,19:00,02:09,남영수
2024-02-23,211,020,201,6,1,인천 대한항공 점보스,대전 삼성화재 블루팡스,3 : 1,23,26,25,25,0,25,24,20,18,0,인천계양체육관,1436,19:00,01:55,권대진
2024-02-23,212,020,201,6,2,한국도로공사 하이패스 배구단,페퍼저축은행 AI PEPPERS,2 : 3,25,26,22,25,9,23,24,25,27,15,김천실내체육관,1238,19:00,02:19,송인석
2024-02-24,213,020,201,6,1,수원 한국전력 VIXTORM,천안 현대캐피탈 스카이워커스,0 : 3,19,24,12,0,0,25,26,25,0,0,수원체육관,3199,14:00,01:27,최재효
2024-02-24,214,020,201,6,2,정관장 레드스파크스 프로배구단,흥국생명 핑크스파이더스,3 : 1,25,25,25,25,0,23,22,27,23,0,대전충무체육관,3678,16:00,02:16,최성권
2024-02-25,215,020,201,6,1,안산 OK금융그룹 읏맨프로배구단,의정부 KB손해보험 스타즈,3 : 0,25,25,25,0,0,20,16,21,0,0,안산상록수체육관,1985,14:00,01:21,최성권
2024-02-25,216,020,201,6,2,GS칼텍스 서울KIXX,IBK기업은행 알토스,3 : 0,25,25,25,0,0,23,19,22,0,0,서울장충체육관,3340,16:00,01:29,권대진
2024-02-27,217,020,201,6,1,인천 대한항공 점보스,수원 한국전력 VIXTORM,3 : 0,26,25,29,0,0,24,22,27,0,0,인천계양체육관,1498,19:00,01:31,송인석
2024-02-27,218,020,201,6,2,한국도로공사 하이패스 배구단,정관장 레드스파크스 프로배구단,1 : 3,19,16,25,22,0,25,25,22,25,0,김천실내체육관,1455,19:00,01:49,권대진
2024-02-28,219,020,201,6,1,서울 우리카드 우리WON 프로배구단,안산 OK금융그룹 읏맨프로배구단,2 : 3,19,30,25,21,7,25,28,20,25,15,서울장충체육관,3007,19:00,02:20,최성권
2024-02-28,220,020,201,6,2,현대건설 힐스테이트,GS칼텍스 서울KIXX,3 : 0,25,25,25,0,0,19,21,23,0,0,수원체육관,1247,19:00,01:21,최재효
2024-02-29,221,020,201,6,1,대전 삼성화재 블루팡스,의정부 KB손해보험 스타즈,2 : 3,25,16,20,27,11,19,25,25,25,15,대전충무체육관,1251,19:00,02:13,최재효
2024-02-29,222,020,201,6,2,페퍼저축은행 AI PEPPERS,IBK기업은행 알토스,2 : 3,25,14,25,23,7,15,25,22,25,15,페퍼스타디움,1396,19:00,02:03,전영아
